Model,extraversion,agreeableness,conscientiousness,neuroticism,openness
Elastic Net,0.16318226581605885,0.2001646615644269,0.6637214739626833,1.9026690241584232,0.0
Ridge,0.22441490311206078,0.25543936894719776,0.6852168056974136,1.8708422799402513,0.04859976706007542
Random Forest,0.2630247640768265,0.08803122015578312,0.8040941997753592,2.0776768443838547,0.1470742804123156
SVR,0.2949266854846433,0.25472849616019155,0.7271013499179634,1.6438001786404854,0.24385766600305583
